movie,director,actor,Duration,fbdirector_likes,fblikes_actor,genre,imdb_score,fblikes_movie,year,imdb_rating,country,year1,gross,budget,Duration.,duration
Two Lovers,James Gray,Isabella Rossellini,90-180min,115,812,Drama,7.1,0,2008,7,USA,2008,$ 3M,$ 12M,110,1-2  hrs
Last Orders,Fred Schepisi,Bob Hoskins,90-180min,40,5000,Drama,7,305,2001,7,UK,2001,$ 2M,$ 12M,109,1-2  hrs
The Host,Joon-ho Bong,Doona Bae,90-180min,584,629,Comedy,7,7000,2006,7,Others,2006,$ 27M,$ 40M,125,2-3 hrs
The Pursuit of D.B. Cooper,Roger Spottiswoode,Robert Duvall,90-180min,55,3000,Adventure,5.7,135,1981,6,USA,1981,$ 0M,$ 12M,100,1-2  hrs
Ravenous,Antonia Bird,Jeremy Davies,90-180min,61,769,Fantasy,7.1,0,1999,7,Others,1999,$ 2M,$ 12M,101,1-2  hrs
Charlie Bartlett,Jon Poll,Robert Downey Jr.,90-180min,20,21000,Comedy,7,0,2007,7,USA,2007,$ 4M,$ 12M,97,1-2  hrs
The Great Beauty,Paolo Sorrentino,Toni Servillo,90-180min,667,211,Drama,7.7,29000,2013,8,Others,2013,$ 3M,$ 9.2M,172,2-3 hrs
The Dangerous Lives of Altar Boys,Peter Care,Kieran Culkin,90-180min,0,1000,Comedy,7.1,677,2002,7,USA,2002,$ 2M,$ 12M,104,1-2  hrs
Stoker,Chan-wook Park,Mia Wasikowska,90-180min,0,3000,Drama,6.8,27000,2013,7,UK,2013,$ 2M,$ 12M,99,1-2  hrs
2046,Kar-Wai Wong,Li Gong,90-180min,0,878,Drama,7.5,0,2004,8,Others,2004,#N/A,#N/A,137,2-3 hrs
Married Life,Ira Sachs,David Richmond-Peck,90-180min,60,60,Crime,6.3,314,2007,6,USA,2007,$ 2M,$ 12M,91,1-2  hrs
Duma,Carroll Ballard,Eamonn Walker,90-180min,19,706,Adventure,7.3,0,2005,7,USA,2005,$ 1M,$ 12M,100,1-2  hrs
Ondine,Neil Jordan,Tony Curran,90-180min,277,845,Drama,6.8,0,2009,7,Others,2009,$ 1M,$ 12M,111,1-2  hrs
Brother,Takeshi Kitano,Omar Epps,90-180min,0,865,Crime,7.2,0,2000,7,USA,2000,$ 0M,$ 10M,114,1-2  hrs
Welcome to Collinwood,Anthony Russo,Michael Jeter,30-90min,94,693,Comedy,6.4,423,2002,6,USA,2002,$ 0M,$ 12M,86,1-2  hrs
Critical Care,Sidney Lumet,Kyra Sedgwick,90-180min,0,941,Comedy,6,88,1997,6,Others,1997,$ 0M,$ 12M,107,1-2  hrs
The Life Before Her Eyes,Vadim Perelman,Eva Amurri Martino,90-180min,26,797,Drama,6.4,1000,2007,6,USA,2007,$ 0M,$ 8M,90,1-2  hrs
Darling Companion,Lawrence Kasdan,Dianne Wiest,90-180min,759,967,Comedy,5.1,0,2012,5,USA,2012,$ 1M,$ 0M,103,1-2  hrs
Trade,Marco Kreuzpaintner,Zack Ward,90-180min,7,662,Crime,7.5,0,2007,8,Others,2007,$ 0M,$ 12M,120,1-2  hrs
Fateless,Lajos Koltai,Marcell Nagy,90-180min,45,9,Drama,7.1,607,2005,7,Others,2005,$ 0M,$ 2500M,134,2-3 hrs
Breakfast of Champions,Alan Rudolph,Bruce Willis,90-180min,18,13000,Comedy,4.6,458,1999,5,USA,1999,$ 0M,$ 12M,110,1-2  hrs
"A Woman, a Gun and a Noodle Shop",Yimou Zhang,Honglei Sun,90-180min,611,9,Comedy,5.7,784,2009,6,Others,2009,$ 0M,$ 0M,95,1-2  hrs
Cypher,Vincenzo Natali,David Hewlett,90-180min,165,686,Mystery,6.8,0,2002,7,USA,2002,$ 0M,$ 7.5M,95,1-2  hrs
City of Life and Death,Chuan Lu,Ye Liu,90-180min,14,52,Drama,7.7,0,2009,8,Others,2009,$ 0M,$ 12M,132,2-3 hrs
Home,Tim Johnson,Jim Parsons,90-180min,12,17000,Adventure,6.7,26000,2015,7,USA,2015,$ 177M,$ 135M,94,1-2  hrs
Legend of Kung Fu Rabbit,Lijun Sun,Jon Heder,30-90min,0,970,Action,3.2,211,2011,3,Others,2011,$ 0M,$ 0M,89,1-2  hrs
Space Battleship Yamato,Takashi Yamazaki,Takuya Kimura,90-180min,7,84,Action,6.1,0,2010,6,Others,2010,$ 0M,$ 12M,138,2-3 hrs
5 Days of War,Renny Harlin,Richard Coyle,90-180min,212,567,Action,5.6,0,2011,6,Others,2011,$ 0M,$ 20M,113,1-2  hrs
Triangle,Christopher Smith,Rachael Carpani,90-180min,76,181,Fantasy,6.9,13000,2009,7,UK,2009,$ 0M,$ 12M,99,1-2  hrs
10 Days in a Madhouse,Timothy Hines,Christopher Lambert,90-180min,0,1000,Drama,7.5,26000,2015,8,USA,2015,$ 0M,$ 12M,111,1-2  hrs
Heaven Is for Real,Randall Wallace,Jacob Vargas,90-180min,130,399,Biography,5.8,23000,2014,6,USA,2014,$ 91M,$ 12M,99,1-2  hrs
Snatch,Guy Ritchie,Jason Statham,90-180min,0,26000,Comedy,8.3,27000,2000,8,UK,2000,$ 30M,$ 6M,104,1-2  hrs
Dancin' It's On,David Winters,Gary Daniels,30-90min,49,551,Family,2.8,634,2015,3,USA,2015,$ 0M,$ 12M,89,1-2  hrs
Pet Sematary,Mary Lambert,Miko Hughes,90-180min,52,969,Fantasy,6.6,0,1989,7,USA,1989,$ 57M,$ 11.5M,103,1-2  hrs
Madadayo,Akira Kurosawa,Tatsuo Matsumura,90-180min,0,15,Drama,7.5,355,1993,8,Others,1993,$ 0M,$ 11.9M,134,2-3 hrs
The Cry of the Owl,Jamie Thraves,Paddy Considine,90-180min,2,680,Drama,6,443,2009,6,UK,2009,$ 0M,$ 11.5M,100,1-2  hrs
A Tale of Three Cities,Mabel Cheung,Wei Tang,90-180min,3,215,Drama,6.2,4,2015,6,Others,2015,$ 0M,$ 12M,130,2-3 hrs
Gremlins,Joe Dante,Phoebe Cates,90-180min,287,767,Comedy,7.2,14000,1984,7,USA,1984,$ 148M,$ 11M,106,1-2  hrs
Star Wars: Episode IV - A New Hope,George Lucas,Harrison Ford,90-180min,0,11000,Action,8.7,33000,1977,9,USA,1977,$ 461M,$ 11M,125,2-3 hrs
Dirty Grandpa,Dan Mazer,Robert De Niro,90-180min,11,22000,Comedy,6,11000,2016,6,USA,2016,$ 36M,$ 11.5M,109,1-2  hrs
Doctor Zhivago,David Lean,Julie Christie,long,767,597,Drama,8,7000,1965,8,USA,1965,$ 112M,$ 11M,200,>3 hrs
Trash,Stephen Daldry,Wagner Moura,90-180min,335,585,Adventure,7.2,0,2014,7,UK,2014,$ 0M,$ 0M,114,1-2  hrs
High School Musical 3: Senior Year,Kenny Ortega,Lucas Grabeel,90-180min,197,755,Comedy,4.5,0,2008,5,USA,2008,$ 91M,$ 11M,112,1-2  hrs
The Fighter,David O. Russell,Christian Bale,90-180min,737,23000,Biography,7.9,36000,2010,8,USA,2010,$ 94M,$ 25M,116,1-2  hrs
Jackass Number Two,Jeff Tremaine,Bam Margera,90-180min,79,608,Action,7.1,641,2006,7,USA,2006,$ 73M,$ 0M,92,1-2  hrs
My Cousin Vinny,Jonathan Lynn,Fred Gwynne,90-180min,36,886,Comedy,7.5,7000,1992,8,USA,1992,$ 53M,$ 11M,120,1-2  hrs
If I Stay,R.J. Cutler,Chloê_ Grace Moretz,90-180min,15,17000,Drama,6.8,15000,2014,7,USA,2014,$ 50M,$ 11M,107,1-2  hrs
Drive Hard,Brian Trenchard-Smith,Zoe Ventoura,90-180min,53,84,Action,4.3,774,2014,4,Others,2014,$ 0M,$ 12M,92,1-2  hrs
Major League,David S. Ward,Corbin Bernsen,90-180min,42,1000,Comedy,7.2,0,1989,7,USA,1989,$ 50M,$ 11M,107,1-2  hrs
St. Trinian's,Oliver Parker,Lily Cole,90-180min,32,785,Comedy,5.8,0,2007,6,UK,2007,$ 0M,$ 13.5M,100,1-2  hrs
Phone Booth,Joel Schumacher,Radha Mitchell,30-90min,541,991,Crime,7.1,0,2002,7,USA,2002,$ 47M,$ 13M,81,1-2  hrs
A Walk to Remember,Adam Shankman,Lauren German,90-180min,163,683,Drama,7.4,19000,2002,7,USA,2002,$ 41M,$ 11M,101,1-2  hrs
Dead Man Walking,Tim Robbins,Lois Smith,90-180min,0,276,Crime,7.6,0,1995,8,UK,1995,$ 39M,$ 11M,122,2-3 hrs
Cruel Intentions,Roger Kumble,Sarah Michelle Gellar,90-180min,16,4000,Drama,6.9,0,1999,7,USA,1999,$ 38M,$ 10.5M,97,1-2  hrs
Saw VI,Kevin Greutert,Costas Mandylor,90-180min,52,723,Horror,6,0,2009,6,Others,2009,$ 28M,$ 11M,92,1-2  hrs
History of the World: Part I,Mel Brooks,Madeline Kahn,90-180min,0,1000,Comedy,6.9,0,1981,7,USA,1981,$ 0M,$ 11M,92,1-2  hrs
The Secret Life of Bees,Gina Prince-Bythewood,Nate Parker,90-180min,107,664,Drama,7.3,0,2008,7,USA,2008,$ 38M,$ 11M,110,1-2  hrs
Corky Romano,Rob Pritts,Vincent Pastore,30-90min,5,584,Comedy,4.6,365,2001,5,USA,2001,$ 24M,$ 11M,86,1-2  hrs
Raising Cain,Brian De Palma,Steven Bauer,90-180min,0,636,Crime,6,541,1992,6,USA,1992,$ 21M,$ 12M,91,1-2  hrs
F.I.S.T.,Norman Jewison,Sylvester Stallone,90-180min,278,13000,Drama,6.4,745,1978,6,USA,1978,$ 0M,$ 11M,145,2-3 hrs
Invaders from Mars,Tobe Hooper,Louise Fletcher,90-180min,365,425,Horror,5.5,902,1986,6,USA,1986,$ 5M,$ 12M,100,1-2  hrs
Brooklyn,John Crowley,Julie Walters,90-180min,34,838,Drama,7.5,36000,2015,8,UK,2015,$ 38M,$ 11M,111,1-2  hrs
Barry Lyndon,Stanley Kubrick,Ryan O'Neal,long,0,385,Adventure,8.1,0,1975,8,UK,1975,$ 0M,$ 11M,184,>3 hrs
Out Cold,Brendan Malloy,Lee Majors,30-90min,2,799,Comedy,6.3,0,2001,6,USA,2001,$ 14M,$ 11M,89,1-2  hrs
The Ladies Man,Reginald Hudlin,Will Ferrell,30-90min,71,8000,Comedy,5.1,671,2000,5,USA,2000,$ 14M,$ 11M,84,1-2  hrs
Quartet,Dustin Hoffman,Luke Newberry,90-180min,0,358,Comedy,6.8,13000,2012,7,UK,2012,$ 18M,$ 11M,98,1-2  hrs
Tomcats,Gregory Poirier,Shannon Elizabeth,90-180min,5,1000,Comedy,5.3,449,2001,5,USA,2001,$ 14M,$ 11M,95,1-2  hrs
Frailty,Bill Paxton,Matthew McConaughey,90-180min,0,11000,Crime,7.3,5000,2001,7,USA,2001,$ 13M,$ 11M,100,1-2  hrs
Woman in Gold,Simon Curtis,Ryan Reynolds,90-180min,64,16000,Biography,7.3,34000,2015,7,UK,2015,$ 33M,$ 11M,109,1-2  hrs
Kinsey,Bill Condon,Liam Neeson,90-180min,386,14000,Biography,7.1,0,2004,7,USA,2004,$ 10M,$ 11M,118,1-2  hrs
Army of Darkness,Sam Raimi,Patricia Tallman,30-90min,0,901,Comedy,7.6,10000,1992,8,USA,1992,$ 12M,$ 13M,88,1-2  hrs
Slackers,Dewey Nicks,Jaime King,30-90min,4,960,Comedy,5.3,405,2002,5,Others,2002,$ 5M,$ 11M,86,1-2  hrs
What's Eating Gilbert Grape,Lasse Hallstrê_m,Johnny Depp,90-180min,529,40000,Drama,7.8,14000,1993,8,USA,1993,$ 9M,$ 11M,118,1-2  hrs
The Visual Bible: The Gospel of John,Philip Saville,Henry Ian Cusick,90-180min,10,866,Biography,7.7,0,2003,8,Others,2003,$ 4M,$ 17M,125,2-3 hrs
Vera Drake,Mike Leigh,Eddie Marsan,90-180min,608,979,Crime,7.7,0,2004,8,UK,2004,$ 4M,$ 11M,125,2-3 hrs
The Guru,Daisy von Scherler Mayer,Michael McKean,90-180min,18,658,Comedy,5.4,550,2002,5,UK,2002,$ 3M,$ 11M,94,1-2  hrs
The Perez Family,Mira Nair,Anjelica Huston,90-180min,300,1000,Comedy,6.2,174,1995,6,USA,1995,$ 3M,$ 11M,113,1-2  hrs
Inside Llewyn Davis,Ethan Coen,Justin Timberlake,90-180min,1000,3000,Drama,7.4,26000,2013,7,USA,2013,$ 13M,$ 11M,104,1-2  hrs
O,Tim Blake Nelson,Mekhi Phifer,90-180min,596,1000,Drama,6.2,0,2001,6,USA,2001,$ 16M,$ 5M,95,1-2  hrs
Return to the Blue Lagoon,William A. Graham,Milla Jovovich,90-180min,8,14000,Adventure,5.1,967,1991,5,USA,1991,$ 3M,$ 11M,102,1-2  hrs
The Molly Maguires,Martin Ritt,Frank Finlay,90-180min,58,338,Drama,6.9,608,1970,7,USA,1970,$ 0M,$ 11M,124,2-3 hrs
Romance & Cigarettes,John Turturro,Kate Winslet,90-180min,0,14000,Comedy,6.3,0,2005,6,USA,2005,$ 1M,$ 0M,105,1-2  hrs
Copying Beethoven,Agnieszka Holland,Phyllida Law,90-180min,238,60,Biography,6.8,0,2006,7,USA,2006,$ 0M,$ 11M,104,1-2  hrs
Poltergeist,Tobe Hooper,Heather O'Rourke,90-180min,365,887,Fantasy,7.4,11000,1982,7,USA,1982,$ 77M,$ 10.7M,120,1-2  hrs
Brighton Rock,Rowan Joffe,Sam Riley,90-180min,17,845,Crime,5.7,0,2010,6,UK,2010,$ 0M,$ 12M,111,1-2  hrs
Saw V,David Hackl,Julie Benz,90-180min,43,3000,Horror,5.8,0,2008,6,USA,2008,$ 57M,$ 10.8M,95,1-2  hrs
Machine Gun McCain,Giuliano Montaldo,John Cassavetes,90-180min,4,917,Crime,6.2,85,1969,6,Others,1969,$ 0M,$ 0M,96,1-2  hrs
LOL,Lisa Azuelos,Nora Dunn,90-180min,15,142,Comedy,4.3,18000,2012,4,USA,2012,$ 0M,$ 11M,97,1-2  hrs
Jindabyne,Ray Lawrence,John Howard,90-180min,10,172,Crime,6.4,302,2006,6,Others,2006,$ 0M,$ 15M,118,1-2  hrs
Kabhi Alvida Naa Kehna,Karan Johar,Shah Rukh Khan,long,160,8000,Drama,6,659,2006,6,Others,2006,$ 3M,$ 700M,193,>3 hrs
An Ideal Husband,Oliver Parker,Minnie Driver,90-180min,32,893,Comedy,6.9,646,1999,7,UK,1999,$ 19M,$ 14M,97,1-2  hrs
The Last Days on Mars,Ruairi Robinson,Romola Garai,90-180min,7,805,Horror,5.5,0,2013,6,UK,2013,$ 0M,$ 7M,98,1-2  hrs
Darkness,Jaume Balaguerê_,Lena Olin,90-180min,57,541,Horror,5.4,1000,2002,5,USA,2002,$ 22M,$ 10.6M,103,1-2  hrs
2001: A Space Odyssey,Stanley Kubrick,Keir Dullea,90-180min,0,273,Adventure,8.3,24000,1968,8,UK,1968,$ 57M,$ 12M,161,2-3 hrs
E.T. the Extra-Terrestrial,Steven Spielberg,Henry Thomas,90-180min,14000,861,Family,7.9,34000,1982,8,USA,1982,$ 435M,$ 10.5M,120,1-2  hrs
In the Land of Women,Jon Kasdan,Kristen Stewart,90-180min,21,17000,Comedy,6.5,1000,2007,7,USA,2007,$ 11M,$ 10M,97,1-2  hrs
The Blue Butterfly,Lê©a Pool,William Hurt,90-180min,4,882,Adventure,6.3,392,2004,6,Others,2004,$ 0M,$ 12.5M,97,1-2  hrs
There Goes My Baby,Floyd Mutrux,Ricky Schroder,90-180min,11,665,Comedy,6.4,119,1994,6,USA,1994,$ 0M,$ 10.5M,99,1-2  hrs
Housefull,Sajid Khan,Arjun Rampal,90-180min,0,564,Comedy,5.3,250,2010,5,Others,2010,$ 1M,$ 0M,144,2-3 hrs
September Dawn,Christopher Cain,Jon Gries,90-180min,58,482,Drama,5.8,411,2007,6,USA,2007,$ 1M,$ 11M,111,1-2  hrs
For Greater Glory: The True Story of Cristiada,Dean Wright,Santiago Cabrera,90-180min,0,639,Drama,6.6,0,2012,7,Others,2012,$ 6M,$ 10.818775M,145,2-3 hrs
La Famille Bê©lier,Eric Lartigau,Karin Viard,90-180min,7,68,Comedy,7.4,0,2014,7,Others,2014,#N/A,#N/A,127,2-3 hrs
Good Will Hunting,Gus Van Sant,Robin Williams,90-180min,835,49000,Drama,8.3,31000,1997,8,USA,1997,$ 138M,$ 10M,126,2-3 hrs
Misconduct,Shintaro Shimosawa,Al Pacino,90-180min,29,14000,Drama,5.3,0,2016,5,USA,2016,$ 0M,$ 11M,106,1-2  hrs
Saw III,Darren Lynn Bousman,Costas Mandylor,90-180min,163,723,Horror,6.2,0,2006,6,USA,2006,$ 80M,$ 10M,121,2-3 hrs
Stripes,Ivan Reitman,Bill Murray,90-180min,425,13000,Action,6.9,0,1981,7,USA,1981,$ 85M,$ 10M,117,1-2  hrs
Bring It On,Peyton Reed,Kirsten Dunst,90-180min,235,4000,Comedy,5.9,0,2000,6,USA,2000,$ 68M,$ 10M,98,1-2  hrs
The Purge: Election Year,James DeMonaco,Frank Grillo,90-180min,65,798,Action,6.1,0,2016,6,Others,2016,$ 79M,$ 10M,109,1-2  hrs
She's All That,Robert Iscove,Paul Walker,90-180min,7,23000,Comedy,5.8,0,1999,6,USA,1999,$ 63M,$ 10M,95,1-2  hrs
Precious,Lee Daniels,Mo'Nique,90-180min,304,939,Drama,7.3,12000,2009,7,USA,2009,$ 48M,$ 10M,109,1-2  hrs
Saw IV,Darren Lynn Bousman,Costas Mandylor,90-180min,163,723,Horror,5.9,0,2007,6,USA,2007,$ 63M,$ 10M,96,1-2  hrs
White Noise,Geoffrey Sax,Deborah Kara Unger,90-180min,13,494,Drama,5.5,0,2005,6,UK,2005,$ 56M,$ 10M,101,1-2  hrs
Madea's Family Reunion,Tyler Perry,Boris Kodjoe,90-180min,0,1000,Comedy,5,676,2006,5,USA,2006,$ 63M,$ 6M,107,1-2  hrs
The Color of Money,Martin Scorsese,Tom Cruise,90-180min,17000,10000,Drama,7,0,1986,7,USA,1986,$ 52M,$ 13.8M,119,1-2  hrs
The Longest Day,Ken Annakin,Richard Burton,90-180min,19,726,Action,7.8,0,1962,8,USA,1962,$ 0M,$ 10M,178,2-3 hrs
The Mighty Ducks,Stephen Herek,Lane Smith,90-180min,65,633,Comedy,6.4,0,1992,6,USA,1992,$ 51M,$ 10M,100,1-2  hrs
The Grudge,Takashi Shimizu,Sarah Michelle Gellar,90-180min,70,4000,Horror,5.9,4000,2004,6,USA,2004,$ 110M,$ 10M,98,1-2  hrs
Happy Gilmore,Dennis Dugan,Adam Sandler,90-180min,221,11000,Comedy,7,0,1996,7,USA,1996,$ 39M,$ 12M,92,1-2  hrs
Jeepers Creepers,Victor Salva,Eileen Brennan,90-180min,108,1000,Horror,6.1,0,2001,6,Others,2001,$ 37M,$ 10M,90,1-2  hrs
Bill & Ted's Excellent Adventure,Stephen Herek,Keanu Reeves,90-180min,65,18000,Adventure,6.9,0,1989,7,USA,1989,$ 40M,$ 10M,90,1-2  hrs
Oliver!,Carol Reed,Oliver Reed,90-180min,82,695,Drama,7.5,0,1968,8,UK,1968,$ 17M,$ 10M,153,2-3 hrs
The Best Exotic Marigold Hotel,John Madden,Tom Wilkinson,90-180min,108,1000,Comedy,7.3,48000,2011,7,UK,2011,$ 46M,$ 10M,124,2-3 hrs
Recess: School's Out,Chuck Sheetz,Diedrich Bader,30-90min,6,759,Animation,6.5,227,2001,7,USA,2001,$ 37M,$ 23M,82,1-2  hrs
Mad Max Beyond Thunderdome,George Miller,Tina Turner,90-180min,750,794,Action,6.2,0,1985,6,Others,1985,$ 36M,$ 12.305523M,107,1-2  hrs
Commando,Mark L. Lester,Bill Duke,30-90min,73,1000,Action,6.7,0,1985,7,USA,1985,$ 0M,$ 10M,75,1-2  hrs
The Boy,William Brent Bell,Lauren Cohan,90-180min,19,4000,Horror,6,20000,2016,6,USA,2016,$ 36M,$ 10M,97,1-2  hrs
Devil,John Erick Dowdle,Bojana Novakovic,30-90min,66,2000,Horror,6.3,16000,2010,6,USA,2010,$ 34M,$ 10M,80,1-2  hrs
Friday After Next,Marcus Raboy,John Witherspoon,30-90min,7,723,Comedy,5.8,981,2002,6,USA,2002,$ 33M,$ 20M,85,1-2  hrs
Insidious: Chapter 3,Leigh Whannell,Lin Shaye,90-180min,482,852,Fantasy,6.1,29000,2015,6,Others,2015,$ 52M,$ 10M,97,1-2  hrs
The Last Dragon,Michael Schultz,Mike Starr,90-180min,78,854,Action,6.9,0,1985,7,USA,1985,$ 33M,$ 10M,109,1-2  hrs
Snatch,Guy Ritchie,Jason Statham,90-180min,0,26000,Comedy,8.3,27000,2000,8,UK,2000,$ 30M,$ 6M,104,1-2  hrs
The Lawnmower Man,Brett Leonard,Jeff Fahey,90-180min,32,535,Horror,5.4,0,1992,5,UK,1992,$ 32M,$ 10M,140,2-3 hrs
Nick and Norah's Infinite Playlist,Peter Sollett,Ari Graynor,90-180min,6,904,Comedy,6.7,0,2008,7,USA,2008,$ 31M,$ 9M,90,1-2  hrs
Dogma,Kevin Smith,Matt Damon,90-180min,0,13000,Adventure,7.4,10000,1999,7,USA,1999,$ 31M,$ 10M,130,2-3 hrs
The Banger Sisters,Bob Dolman,Erika Christensen,90-180min,7,931,Comedy,5.6,744,2002,6,USA,2002,$ 30M,$ 10M,98,1-2  hrs
Twilight Zone: The Movie,Joe Dante,Albert Brooks,90-180min,287,745,Fantasy,6.5,0,1983,7,USA,1983,$ 30M,$ 10M,101,1-2  hrs
Road House,Rowdy Herrington,Ben Gazzara,90-180min,9,623,Action,6.5,0,1989,7,USA,1989,$ 30M,$ 17M,114,1-2  hrs
A Low Down Dirty Shame,Keenen Ivory Wayans,Jada Pinkett Smith,90-180min,322,851,Action,5.8,368,1994,6,USA,1994,$ 29M,$ 10M,100,1-2  hrs
Swimfan,John Polson,Erika Christensen,30-90min,21,931,Drama,5,720,2002,5,USA,2002,$ 29M,$ 8.5M,85,1-2  hrs
Employee of the Month,Greg Coolidge,Dane Cook,90-180min,27,1000,Comedy,5.5,0,2006,6,USA,2006,$ 28M,$ 12M,103,1-2  hrs
Can't Hardly Wait,Harry Elfont,Ethan Embry,90-180min,4,982,Comedy,6.5,0,1998,7,USA,1998,$ 25M,$ 10M,100,1-2  hrs
The Outsiders,Francis Ford Coppola,Tom Cruise,90-180min,0,10000,Crime,7.2,10000,1983,7,USA,1983,$ 26M,$ 10M,114,1-2  hrs
Pete's Dragon,David Lowery,Bryce Dallas Howard,90-180min,38,3000,Adventure,7.3,21000,2016,7,USA,2016,$ 0M,$ 65M,102,1-2  hrs
The Dead Zone,David Cronenberg,Tom Skerritt,90-180min,0,1000,Horror,7.2,0,1983,7,USA,1983,$ 0M,$ 10M,103,1-2  hrs
Sinister 2,Ciarêçn Foy,Laila Haley,90-180min,11,1000,Horror,5.2,13000,2015,5,USA,2015,$ 28M,$ 10M,97,1-2  hrs
Sparkle,Salim Akil,Omari Hardwick,90-180min,70,1000,Drama,5.7,0,2012,6,USA,2012,$ 24M,$ 17M,116,1-2  hrs
Valentine,Jamie Blanks,Marley Shelton,90-180min,9,690,Horror,4.7,0,2001,5,USA,2001,$ 20M,$ 10M,96,1-2  hrs
The Fourth Kind,Olatunde Osunsanmi,Milla Jovovich,90-180min,58,14000,Mystery,5.9,15000,2009,6,USA,2009,$ 25M,$ 10M,98,1-2  hrs
A Prairie Home Companion,Robert Altman,Meryl Streep,90-180min,500,11000,Comedy,6.8,683,2006,7,USA,2006,$ 20M,$ 10M,105,1-2  hrs
Sugar Hill,Leon Ichaso,Khandi Alexander,90-180min,5,556,Drama,5.9,331,1993,6,USA,1993,$ 18M,$ 10M,123,2-3 hrs
Invasion U.S.A.,Joseph Zito,Billy Drago,90-180min,17,371,Action,5.3,0,1985,5,USA,1985,$ 0M,$ 10M,107,1-2  hrs
Roll Bounce,Malcolm D. Lee,Jurnee Smollett-Bell,90-180min,92,2000,Comedy,6,997,2005,6,USA,2005,$ 17M,$ 0M,112,1-2  hrs
Rushmore,Wes Anderson,Bill Murray,90-180min,0,13000,Comedy,7.7,5000,1998,8,USA,1998,$ 17M,$ 9M,93,1-2  hrs
Skyline,Colin Strause,David Zayas,90-180min,25,929,Action,4.4,13000,2010,4,USA,2010,$ 21M,$ 10M,97,1-2  hrs
The Second Best Exotic Marigold Hotel,John Madden,Tina Desai,90-180min,108,220,Comedy,6.6,21000,2015,7,UK,2015,$ 33M,$ 10M,122,2-3 hrs
Kit Kittredge: An American Girl,Patricia Rozema,Julia Ormond,90-180min,22,918,Drama,6.7,851,2008,7,USA,2008,$ 18M,$ 10M,101,1-2  hrs
The Perfect Man,Mark Rosman,Ben Feldman,90-180min,15,1000,Comedy,5.5,767,2005,6,USA,2005,$ 16M,$ 25M,100,1-2  hrs
Mo' Better Blues,Spike Lee,Denzel Washington,90-180min,0,18000,Drama,6.5,720,1990,7,USA,1990,$ 16M,$ 10M,129,2-3 hrs
Kung Pow: Enter the Fist,Steve Oedekerk,Steve Oedekerk,30-90min,176,176,Action,6.2,0,2002,6,USA,2002,$ 16M,$ 10M,81,1-2  hrs
Tremors,Ron Underwood,Reba McEntire,90-180min,31,651,Comedy,7.1,11000,1990,7,USA,1990,$ 17M,$ 11M,96,1-2  hrs
Wrong Turn,Rob Schmidt,Kevin Zegers,30-90min,36,2000,Horror,6.1,0,2003,6,USA,2003,$ 15M,$ 12.6M,84,1-2  hrs
The Long Riders,Walter Hill,Dennis Quaid,90-180min,394,2000,Western,7.1,680,1980,7,USA,1980,$ 0M,$ 10M,100,1-2  hrs
The Corruptor,James Foley,Byron Mann,90-180min,164,258,Action,6,328,1999,6,USA,1999,$ 15M,$ 30M,110,1-2  hrs
Mud,Jeff Nichols,Matthew McConaughey,90-180min,337,11000,Drama,7.4,27000,2012,7,USA,2012,$ 22M,$ 10M,130,2-3 hrs
Reno 911!: Miami,Robert Ben Garant,Wendi McLendon-Covey,30-90min,134,655,Comedy,5.9,441,2007,6,USA,2007,$ 20M,$ 10M,84,1-2  hrs
One Direction: This Is Us,Morgan Spurlock,Harry Styles,90-180min,293,773,Documentary,4.1,0,2013,4,USA,2013,$ 29M,$ 10M,106,1-2  hrs
"The Goods: Live Hard, Sell Hard",Neal Brennan,Rob Riggle,30-90min,23,839,Comedy,5.8,0,2009,6,USA,2009,$ 15M,$ 0M,89,1-2  hrs
Hey Arnold! The Movie,Tuck Tucker,Jennifer Jason Leigh,30-90min,14,1000,Adventure,5.9,227,2002,6,USA,2002,$ 14M,$ 3M,76,1-2  hrs
My Week with Marilyn,Simon Curtis,Eddie Redmayne,90-180min,64,13000,Biography,7,17000,2011,7,UK,2011,$ 15M,$ 6.4M,99,1-2  hrs
The Matador,Richard Shepard,Adam Scott,90-180min,47,3000,Comedy,6.8,808,2005,7,USA,2005,$ 13M,$ 10M,96,1-2  hrs
Love Jones,Theodore Witcher,Leonard Roberts,90-180min,28,962,Drama,7.4,1000,1997,7,USA,1997,$ 13M,$ 10M,104,1-2  hrs
The Gift,Joel Edgerton,Busy Philipps,90-180min,0,1000,Mystery,7.1,15000,2015,7,USA,2015,$ 44M,$ 5M,108,1-2  hrs
End of the Spear,Jim Hanon,Chase Ellison,90-180min,2,772,Adventure,7,1000,2005,7,USA,2005,$ 12M,$ 10M,108,1-2  hrs
Get Over It,Tommy O'Haver,Mila Kunis,30-90min,13,15000,Comedy,5.8,0,2001,6,USA,2001,$ 12M,$ 22M,87,1-2  hrs
Office Space,Mike Judge,Gary Cole,30-90min,406,989,Comedy,7.8,16000,1999,8,USA,1999,$ 11M,$ 10M,89,1-2  hrs
Drop Dead Gorgeous,Michael Patrick Jann,Kirsten Dunst,90-180min,31,4000,Comedy,6.5,0,1999,7,Others,1999,$ 11M,$ 10M,97,1-2  hrs
